ResponseId,sample_1,weight_complete_only,weight_complete_partials,Finished,Enter,YearsWorked,NTEE_1,NTEE_2,NTEE_3,NTEE_4,NTEE_5,NTEE_6,NTEE_7,NTEE_8,NTEE_9,NTEE_10,NTEE_11,NTEE_12,NTEE_13,NTEE_14,NTEE_15,NTEE_16,NTEE_17,NTEE_18,NTEE_19,NTEE_20,NTEE_21,NTEE_22,NTEE_23,NTEE_24,NTEE_25,NTEE_26,NTEEconf,GeoAreas_1,GeoAreas_2,GeoAreas_3,GeoAreas_4,GeoAreas_5,GeoAreas_6,GeoAreas_7,GeoAreas_8,GeoAreas_9,RuralUrban_1,RuralUrban_2,RuralUrban_3,RuralUrban_4,ProgDem_1,ProgDem_2,ProgDem_3,ProgDem_4,ProgDem_5,ProgDem_6,ProgDem_7,ProgDem_8,ProgDem_9,ProgDem_10,ProgDem_11,ProgDem_12,ProgDem_13,ProgDem_14,ProgDem_15,ProgDem_16,ProgDem_17,ProgDem_18,ProgDem_19,ProgDem_20,ProgDem_21,PeopleServed_1_1_1,PeopleServed_1_2_1,PeopleServed_2_1_1,PeopleServed_2_2_1,PeopleServed_3_1_1,PeopleServed_3_2_1,MeetDemand,ProgLocations_1,ProgLocations_2,NLocations,LocChanges,Staff_1_1_1,Staff_1_2_1,Staff_1_3_1,Staff_1_4_1,Staff_1_5_1,Staff_1_6_1,Staff_1_7_1,Staff_2_1_1,Staff_2_2_1,Staff_2_3_1,Staff_2_4_1,Staff_2_5_1,Staff_2_6_1,Staff_2_7_1,Staff_3_1_1,Staff_3_2_1,Staff_3_3_1,Staff_3_4_1,Staff_3_5_1,Staff_3_6_1,Staff_3_7_1,Staff_4_1_1,Staff_4_2_1,Staff_4_3_1,Staff_4_4_1,Staff_4_5_1,Staff_4_6_1,Staff_4_7_1,VolImportance,DonImportance,FRpercents_1,FRpercents_2,FRmajgift_1,FRchanges_1_1,FRchanges_1_2,FRchanges_1_3,FRchanges_1_4,FRchanges_1_5,FRchanges_1_6,FRchanges_1_7,FRchanges_1_8,FRchanges_1_9,FRchanges_1_10,FRchanges_1_11,FRchanges_1_12,FRchanges_2_1,FRchanges_2_2,FRchanges_2_3,FRchanges_2_4,FRchanges_2_5,FRchanges_2_6,FRchanges_2_7,FRchanges_2_8,FRchanges_2_9,FRchanges_2_10,FRchanges_2_11,FRchanges_2_12,FY,Funding1_1_1_1,Funding1_1_2_1,Funding1_1_3_1,Funding1_1_4_1,Funding1_1_5_1,Funding1_1_6_1,Funding1_1_7_1,Funding1_1_8_1,Funding1_1_9_1,Funding1_1_10_1,Funding1_2_1_1,Funding1_2_2_1,Funding1_2_3_1,Funding1_2_4_1,Funding1_2_5_1,Funding1_2_6_1,Funding1_2_7_1,Funding1_2_8_1,Funding1_2_9_1,Funding1_2_10_1,Funding2_1_1_1,Funding2_1_2_1,Funding2_1_3_1,Funding2_1_4_1,Funding2_1_5_1,Funding2_1_6_1,Funding2_1_7_1,Funding2_1_8_1,Funding2_1_9_1,Funding2_1_10_1,Funding2_1_11_1,Funding2_1_12_1,Funding2_1_13_1,Funding2_1_14_1,Finances_1_1_1,Finances_1_2_1,Finances_1_3_1,Finances_1_4_1,Finances_1_5_1,Finances_1_6_1,Finances_1_7_1,Finances_1_8_1,Finances_2_1_1,Finances_2_2_1,Finances_2_3_1,Finances_2_4_1,Finances_2_5_1,Finances_2_6_1,Finances_2_7_1,Finances_2_8_1,Finances_3_1_1,Finances_3_2_1,Finances_3_3_1,Finances_3_4_1,Finances_3_5_1,Finances_3_6_1,Finances_3_7_1,Finances_3_8_1,Finances_4_1_1,Finances_4_2_1,Finances_4_3_1,Finances_4_4_1,Finances_4_5_1,Finances_4_6_1,Finances_4_7_1,Finances_4_8_1,CEOrace,CEOgender,BCrace,BCgender,CEOBCdem_1_1,CEOBCdem_1_2,CEOBCdem_2_1,CEOBCdem_2_2,CEOBCdem_3_1,CEOBCdem_3_2,BoardStaffDEM_1_1,BoardStaffDEM_1_2,BoardStaffDEM_1_3,BoardStaffDEM_1_4,BoardStaffDEM_1_5,BoardStaffDEM_1_6,BoardStaffDEM_1_7,BoardStaffDEM_2_1,BoardStaffDEM_2_2,BoardStaffDEM_2_3,BoardStaffDEM_2_4,BoardStaffDEM_2_5,BoardStaffDEM_2_6,BoardStaffDEM_2_7,DemChange,Reserves_1_1_1,Reserves_2_1_1,Reserves_3_1_1,PPP2020,PPP2020b_1_1_1,PPP2020b_2_1_1,PPP2020b_3_1_1,PPP2021,PPP2021b_1,FinanceChanges_1,FinanceChanges_2,FinanceChanges_3,FinanceChanges_4,FinanceChanges_5,FinanceChanges_6,FinanceChanges_7,ProgChanges_1,ProgChanges_2,ProgChanges_3,ProgChanges_4,ProgChanges_5,ProgChanges_6,ProgChanges_7,ProgChanges_8,ProgChanges_9,ProgChanges_10,ProgChanges_11,ProgChanges_12,FRchanges_1,FRchanges_2,FRchanges_3,FRchanges_4,Drawing,PeopleServed_3_1,PeopleServed_3_2,Staff_4_1,Staff_4_2,Staff_4_3,Staff_4_4,Staff_4_5,Staff_4_6,Staff_4_7,Reserves_3_1,StaffChanges_1,StaffChanges_2,StaffChanges_3,StaffChanges_4,StaffChanges_5,StaffChanges_6,StaffChanges_7,StaffChanges_8,StaffChanges_9,StaffChanges_10,OpsChanges_1,OpsChanges_2,OpsChanges_3,OpsChanges_4,OpsChanges_5,OpsChanges_6,Assistance_1,Assistance_2,Assistance_3,Assistance_4,Assistance_5,Assistance_6,Assistance_7,Assistance_8,StaffChanges21_1,StaffChanges21_2,StaffChanges21_3,StaffChanges21_4,StaffChanges21_5,StaffChanges21_6,StaffChanges21_7,StaffChanges21_8,StaffChanges21_98,ExtAffairs_1_1,ExtAffairs_1_2,ExtAffairs_1_3,ExtAffairs_1_4,ExtAffairs_1_5,ExtAffairs_1_6,ExtAffairs_1_7,ExtAffairs_1_8,ExtAffairs_1_9,ExtAffairs_1_10,ExtAffairs_1_11,ExtAffairs_1_12,ExtAffairs_2_1,ExtAffairs_2_2,ExtAffairs_2_3,ExtAffairs_2_4,ExtAffairs_2_5,ExtAffairs_2_6,ExtAffairs_2_7,ExtAffairs_2_8,ExtAffairs_2_9,ExtAffairs_2_10,ExtAffairs_2_11,ExtAffairs_2_12,FullyComplete,lastsection,SizeStrata,SizeStrata1,SizeStrata2,SizeStrata3,SizeStrata4,SizeStrata5,CensusRegion9,CensusRegion4,ntmaj5,subsector,sector1,sector2,sector3,sector4,sector5,MAV_zip_rural,MAV_ziptostate_medHHinc,MAV_ziptostate_LOWinc,mav_ziptostate_medlowinc,MAV_ziptostate_MEDHIGHinc,MAV_ziptostate_HIGHinc,MAV_ziptostate_categories,mainORprog_zip_rural,MAV_Urban_Rural_Oth_NCHS_FORHP,MAV_UrbRurOthNCHSFORHP_UrbanCore,MAV_UrbRurOthNCHSFORHP_NonUrbanC,MAV_UrbRurOthNCHSFORHP_Rural,MAV_Urban_Rural_Oth_cat,mainORprog_ziptostate_LOWinc
R_1FIYpwLv7tjDpgO,0,1.3825196893,1.2493160734,1,1,6,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,1,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,1,2,1,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,-99,11440,-99,7280,-99,-99,1,1,1,-99,,0,0,0,30,5,0,0,0,0,0,20,4,0,0,0,0,0,30,6,0,0,0,1,1,-99,-99,1,1,1,1,3,75,25,900,4,4,4,3,3,4,3,3,3,3,3,3,5,5,5,5,4,5,4,4,4,4,5,5,1,-99,1,-99,-99,-99,-99,1,-99,-99,-99,-99,1,1,-99,-99,-99,1,1,-99,-99,1,-99,-99,-99,1,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,5,1,5,1,0,0,0,0,6,6,1,8,1,2,1,2,1,-99,-99,-99,-99,-99,-99,-99,0,246001.53185,298766.79385,-99,0,,,,0,,1,0,99,99,0,1,-99,0,0,0,0,1,0,0,99,99,0,0,-99,0,0,0,-99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"$100,000-$499,999",0,1,0,0,0,1: New England,1: Northeast,HU,HU,0,0,0,1,0,1,1.0703473091,0,0,1,0,3,1,3-Rural,0,0,1,3-Rural,0
R_3MaiiZEU8XkLq0J,1,1.3825196893,1.2493160734,1,1,6,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,1,-99,-99,-99,-99,-99,-99,1,1,-99,-99,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-99,10245,99,10703,99,,,1,1,-99,,1,0,0,125,25,0,1,-99,0,3,125,25,0,1,-99,1,3,150,25,1,1,-99,,,,,,,,2,1,75,25,10000,3,3,3,4,98,3,3,99,3,99,3,3,5,5,5,5,98,3,4,4,4,4,4,4,10,1,-99,-99,-99,-99,-99,1,1,-99,-99,1,-99,-99,-99,-99,-99,1,1,-99,1,-99,-99,-99,-99,1,1,1,1,-99,-99,1,-99,-99,-99,36241.272447,-99,-99,20241.160798,99389.201855,87317.485969,6310.6776726,-99,22610.970213,-99,-99,50630.260579,153415.05954,371980.28715,27771.573841,-99,2539.9275294,-99,-99,40688.123078,-99,-99,-99,-99,-99,1,1,-99,-99,-99,-99,-99,7,5,5,2,-99,0,-99,0,-99,4,1,6,1,1,3,1,1,1,9,1,1,1,4,1,0,29674.567312,817311.77375,,0,,,,0,,0,0,0,0,1,0,-99,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,-99,1,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,1,0,1,0,0,1,0,1,1,-99,1,0,0,0,0,-99,0,0,0,1,0,0,0,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,,"$100,000-$499,999",0,1,0,0,0,1: New England,1: Northeast,HU,HU,0,0,0,1,0,1,0.745295465,0,1,0,0,2,1,3-Rural,0,0,1,3-Rural,0
R_25RXolSFOd9ZhwH,0,0,1.0494435109,0,1,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,1,-99,-99,-99,-99,-99,-99,-99,-99,1,1,-99,1,1,1,1,1,-99,1,1,1,1,1,1,1,1,1,1,1,1,1,-99,-99,1600,200,1200,235,-99,-99,0,1,-99,,0,2,2,40,500,-99,-99,-99,2,2,30,25,-99,-99,-99,2,3,35,300,-99,-99,-99,-99,-99,-99,-99,1,1,-99,2,2,82,18,-99,4,4,4,3,98,3,3,3,5,4,3,4,5,5,4,2,98,3,3,3,5,4,4,3,1,1,-99,-99,-99,-99,-99,1,1,1,-99,1,-99,-99,-99,-99,-99,1,1,1,-99,-99,-99,-99,-99,1,1,1,1,-99,-99,1,-99,-99,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,"$100,000-$499,999",0,1,0,0,0,1: New England,1: Northeast,HU,HU,0,0,0,1,0,0,1.0024898052,0,0,1,0,3,0,"2-Non-Urban Core, Non-Rural",0,1,0,"2-Non-Urban Core, Non-Rural",0
R_31sdxrN6G625bM6,0,1.0296514396,1.0027132789,1,1,15,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,1,-99,-99,-99,-99,-99,1,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,1000,-99,250,-99,-99,1,98,1,-99,,1,1,1,0,6,0,0,-99,1,1,0,6,0,0,-99,1,1,0,6,6,0,-99,-99,-99,-99,-99,-99,-99,1,3,1,96,4,500,4,4,5,5,3,3,99,98,99,3,4,3,3,3,2,2,3,2,99,98,99,2,1,1,1,-99,1,1,-99,-99,-99,1,-99,-99,-99,-99,1,-99,-99,-99,-99,1,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5,2,5,2,0,0,0,0,6,6,2,11,98,2,4,1,1,1,12,1,2,12,1,1,0,-99,-99,0.9829101563,1,10052.01837,10271.484728,2,98,,99,99,0,0,0,1,-99,0,1,1,0,98,0,0,0,0,1,0,99,1,0,0,99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"<$100,000",1,0,0,0,0,1: New England,1: Northeast,AR,AR,1,0,0,0,0,0,1.4746233225,0,0,0,1,4,0,"2-Non-Urban Core, Non-Rural",0,1,0,"2-Non-Urban Core, Non-Rural",0
R_cvAFx1Ud6J73E8F,1,1.2077345424,1.1296006253,1,1,3,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,1,1,1,1,-99,-99,-99,-99,-99,-99,1,-99,1,-99,2,2,2,2,-99,2,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,-99,-99,-99,1,-99,3000,99,4000,99,,,98,-99,1,2,1,0,2,12,5,0,1,-99,0,2,13,7,0,2,-99,0,2,14,8,0,2,-99,,,,,,,,3,2,90,10,1000,5,5,5,5,4,5,5,4,4,4,99,5,3,3,4,5,2,3,4,3,2,3,5,3,1,-99,1,1,-99,-99,-99,1,1,1,-99,-99,1,-99,-99,-99,-99,1,1,1,-99,-99,-99,-99,-99,1,-99,1,1,-99,-99,1,-99,-99,1,90898.758045,1474.4634383,-99,31326.212276,7155.7136645,0,1100.6161841,-99,72225.672423,0,-99,52643.405196,4394.7047055,22315.469344,5512.7068414,-99,297555.83108,510.56371635,-99,111194.31932,3916.7101705,207189.80649,1005.4893308,-99,-99,-99,1,-99,-99,-99,-99,-99,5,2,5,2,0,0,0,98,3,3,1,7,98,98,98,1,12,1,12,98,98,98,1,12,0,201996.2201,204330.25813,,0,,,,0,,1,-99,-99,-99,1,-99,-99,-99,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,-99,-99,1,-99,1,-99,-99,-99,-99,1,-99,-99,-99,1,-99,-99,-99,-99,1,-99,-99,-99,-99,99,99,99,99,99,-99,-99,1,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,1,-99,2,1,1,2,1,2,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,,"$100,000-$499,999",0,1,0,0,0,1: New England,1: Northeast,OT,OT,0,0,0,0,1,0,1.1780062914,0,0,1,0,3,0,"2-Non-Urban Core, Non-Rural",0,1,0,"2-Non-Urban Core, Non-Rural",0
R_2zNfn8qMCgXQRdJ,0,0.7042564655,0.7972636942,1,1,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,-99,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99,1145,0,671,0,-99,1,1,1,-99,,0,11,2,7,2,-99,1,-99,11,3,7,1,-99,0,-99,11,3,12,1,-99,1,-99,-99,-99,-99,-99,1,-99,-99,4,3,90,10,500,3,3,3,3,99,99,99,99,4,3,3,3,2,2,1,1,99,99,99,99,2,3,1,1,1,1,1,-99,1,1,-99,-99,1,1,-99,-99,-99,-99,1,1,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,864624.66538,-99,-99,1951.0173103,1187.5970163,0,0,-99,815762.69009,-99,-99,2957.9056588,787.46948562,0,0,-99,798290.24555,-99,-99,2976.5759682,815.10577882,0,0,-99,-99,1,1,-99,-99,-99,-99,-99,5,2,5,2,0,0,0,0,4,6,2,6,98,1,98,2,98,7,8,2,2,98,8,1,1,780901.76604,779730.12289,-99,0,,,,0,,0,0,0,0,1,0,1,0,1,1,0,1,0,0,99,99,0,0,99,0,99,99,-99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"$500,000-$999,999",0,0,1,0,0,8: Mountain,4: West,ED,ED,0,1,0,0,0,0,0.8381508589,0,1,0,0,2,0,"2-Non-Urban Core, Non-Rural",0,1,0,"2-Non-Urban Core, Non-Rural",0
R_2rG6UayQefwt9Cz,0,1.0568793189,1.0492314698,1,1,11,-99,-99,-99,-99,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,0,-99,-99,1,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-99,950,100,1800,350,-99,-99,0,1,1,1,0,5,1,35,40,0,0,-99,11,2,30,10,0,0,-99,13,1,35,20,0,0,-99,-99,-99,-99,-99,1,1,-99,1,2,95,5,10000,3,3,2,3,4,2,3,2,4,3,1,1,1,1,1,1,1,1,3,1,5,4,5,4,1,1,-99,-99,1,1,1,1,1,1,1,1,-99,-99,1,1,1,1,1,1,1,-99,-99,-99,1,1,1,-99,-99,-99,-99,-99,-99,-99,-99,37696.680175,-99,1999.1910937,44177.968086,241029.04502,2032.3620254,-99,-99,34609.291024,-99,48.720772545,37446.171485,561417.89188,6989.6427233,-99,-99,31560.829609,-99,0,39937.253939,614832.07548,12328.060111,-99,-99,-99,1,-99,-99,-99,-99,1,1,5,1,5,1,0,0,0,0,4,3,2,5,1,1,2,2,2,2,9,2,1,5,4,5,1,5076.1225923,64408.071559,-99,1,54188.202103,54975.681784,9,1,60750.084202,1,1,0,1,1,0,-99,1,0,1,1,0,1,0,0,99,1,1,1,0,0,0,-99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"$100,000-$499,999",0,1,0,0,0,9: Pacific,4: West,HU,HU,0,0,0,1,0,1,0.6907410622,0,1,0,0,2,1,3-Rural,0,0,1,3-Rural,0
R_2PzNjeqo0ZDiHML,0,1.2306093893,1.1137480256,1,1,6,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,-99,2,1,1,1,0,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,-99,9000,-99,13000,-99,-99,-99,0,1,1,1,1,8,1,11,100,-99,20,-99,15,1,30,30,-99,25,-99,21,1,50,100,-99,25,-99,-99,-99,-99,-99,1,-99,-99,3,4,0,100,-99,3,99,98,99,99,98,98,4,3,3,3,4,5,4,4,99,99,4,99,5,4,3,3,5,10,1,1,-99,-99,-99,-99,1,1,-99,-99,1,1,-99,-99,-99,-99,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,0,0,0,6836.2947285,11840.920424,512345.06452,-99,-99,309276.00808,0,0,1944.3712831,9724.4664809,735143.70574,-99,-99,997511.9775,0,19659.128356,2029.8546474,10053.924828,766765.31493,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5,2,5,1,1,98,0,98,4,5,2,7,98,98,1,3,1,8,9,3,98,3,5,4,98,-99,-99,1.0073242188,1,79283.510556,81107.218384,12,0,,99,0,0,1,0,-99,-99,1,0,1,1,0,0,0,0,0,1,0,-99,0,0,0,-99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"$1 million-$9,999,999",0,0,0,1,0,4: West North Central,2: Midwest,HE,HE,0,0,1,0,0,0,0.4622966945,1,0,0,0,1,0,"2-Non-Urban Core, Non-Rural",0,1,0,"2-Non-Urban Core, Non-Rural",1
R_1IbBgVczSthCXE0,1,1.1956168045,1.1157482208,1,1,8,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,-99,99,99,99,99,,,1,-99,1,2,0,1,0,10,25,0,2,-99,1,0,20,40,0,2,-99,1,1,20,50,0,3,-99,,,,,,,,2,2,90,10,1000,3,3,3,3,3,3,3,3,4,3,3,3,4,3,4,3,4,3,3,4,4,4,4,4,4,1,-99,1,-99,-99,-99,1,1,1,-99,1,-99,-99,-99,-99,-99,1,1,1,-99,-99,-99,-99,-99,1,-99,1,1,-99,-99,-99,-99,-99,-99,0,0,0,34100.099518,4955.6610955,50136.686351,4092.2198969,-99,0,0,0,35483.896021,9878.0157336,58525.247032,1983.2090942,-99,180653.12428,0,0,41115.57902,19684.139292,60743.337298,2046.2175503,-99,-99,-99,-99,-99,-99,-99,-99,-99,5,1,5,1,0,0,0,0,3,3,1,6,98,1,3,6,1,1,1,1,1,1,1,12,1,597573.30979,598014.12584,,1,13856.892326,13963.316432,1,1,14275.114463,0,0,0,0,0,1,-99,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,-99,1,1,1,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,0,-99,99,99,99,99,99,99,99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,2,3,2,3,3,3,1,1,1,1,1,1,2,3,2,3,3,3,1,1,1,1,1,1,1,,"$100,000-$499,999",0,1,0,0,0,1: New England,1: Northeast,OT,OT,0,0,0,0,1,0,0.7591519952,0,1,0,0,2,0,"2-Non-Urban Core, Non-Rural",0,1,0,"2-Non-Urban Core, Non-Rural",0
R_3J1J4I6OgNSce7z,0,0,0.9925094193,0,1,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,2,0,99,99,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,-99,4000,-99,6000,-99,-99,-99,98,1,-99,,1,9,9,50,25,-99,-99,-99,13,13,110,25,-99,-99,-99,6,6,100,25,-99,-99,-99,-99,-99,-99,-99,1,1,1,2,2,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,"<$100,000",1,0,0,0,0,3: East North Central,2: Midwest,HU,HU,0,0,0,1,0,0,0.7773967981,0,1,0,0,2,0,"2-Non-Urban Core, Non-Rural",0,1,0,"2-Non-Urban Core, Non-Rural",0
R_Xpp0Uo3T1Ljf8Qx,0,0.8347222802,0.9280035353,1,1,3,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,1,1,-99,-99,-99,-99,-99,-99,1,1,1,-99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,2000,-99,2500,-99,-99,1,1,1,-99,,0,20,5,150,-99,-99,-99,-99,25,5,150,-99,-99,-99,-99,25,5,150,-99,-99,-99,-99,-99,-99,-99,1,1,1,1,2,1,95,5,5000,3,3,3,3,3,98,99,3,4,3,98,98,4,4,3,4,3,98,99,3,4,3,98,98,1,1,-99,-99,-99,-99,-99,1,1,1,-99,1,-99,-99,-99,-99,-99,1,1,1,-99,-99,-99,-99,-99,-99,-99,1,1,1,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5,1,5,2,0,98,0,98,4,4,98,6,98,98,98,7,98,98,9,98,2,98,8,98,98,-99,-99,-99,1,119359.76847,113127.29818,20,98,,1,1,0,0,0,1,-99,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,-99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"$500,000-$999,999",0,0,1,0,0,4: West North Central,2: Midwest,OT,OT,0,0,0,0,1,0,1.4478901625,0,0,0,1,4,0,"2-Non-Urban Core, Non-Rural",0,1,0,"2-Non-Urban Core, Non-Rural",0
R_3PTBSCymQbHIFUE,0,0.7488554202,0.7066224556,1,1,9,-99,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,1,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,1,1,98,1,-99,,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,1,1,1,1,1,99,1,90,10,-99,5,5,5,4,3,3,3,4,4,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,-99,-99,1,-99,-99,-99,1,1,-99,-99,-99,-99,1,-99,-99,-99,1,1,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2046094.6236,-99,-99,-99,-99,-99,-99,-99,196551.70711,-99,-99,-99,-99,-99,-99,-99,789695.57762,-99,-99,-99,-99,1,1,1,-99,1,1,1,1,5,1,6,5,98,98,98,98,3,4,6,6,98,98,98,1,98,9,9,98,98,98,98,98,98,-99,-99,0.9722900391,1,148286.81007,147038.76123,20,98,,99,99,99,99,0,1,99,99,99,1,99,99,99,99,99,99,1,99,99,1,0,0,-99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"$1 million-$9,999,999",0,0,0,1,0,5: South Atlantic,3: South,AR,AR,1,0,0,0,0,0,0.5699418783,1,0,0,0,1,0,"1-Urban Core, Non-Rural",1,0,0,"1-Urban Core, Non-Rural",1
